,253950,39230,-2671
86032210,253846,39202,-2749
86032912,254124,39099,-2528
86033614,253845,39165,-2543
86034316,254064,39265,-2558
86035018,253870,38940,-2525
86035719,253992,39240,-2292
86036422,254027,39171,-2220
86037125,253949,39127,-2248
86037826,254132,39176,-2534
86038527,254040,38871,-2539
86039229,253965,39126,-2790
86039930,254139,38952,-2415
86040631,254070,39163,-2535
86041334,253969,39078,-2774
86042037,253825,38985,-2705
86042738,253933,39008,-2596
86043440,254018,39000,-2524
86044142,253919,39129,-2280
86044843,253833,38945,-2694
86045545,253757,39129,-2340
86046248,254088,38955,-2772
86046949,254038,39111,-2335
86047650,254108,39088,-2593
86048352,254150,39163,-2439
86049055,254015,39218,-2510
86049757,253863,39021,-2650
86050460,254064,39053,-2507
86051163,253971,39269,-2488
86051864,253887,39244,-2526
86052565,253883,39279,-2759
86053268,253908,39155,-2492
86053970,253920,39128,-2511
86054672,254095,39268,-2592
86055375,253834,38975,-2634
86056077,253825,39019,-2339
86056778,254186,39209,-2760
86057481,253814,39223,-2671
86058184,254063,39143,-2507
86058886,253752,38973,-2750
86059588,254147,39137,-2547
86060290,253900,38733,-2654
86060991,253961,39215,-2604
86061692,254019,39227,-2475
86062395,253769,39183,-2640
86063098,253938,39207,-2706
86063799,254027,39250,-2566
86064501,253889,39168,-2712
86065203,254058,39135,-2641
86065904,254049,39034,-2303
86066606,254197,39187,-2607
86067309,254060,39101,-2528
86068012,253955,39000,-2655
86068713,253947,38917,-2658
86069415,253951,39170,-2891
86070117,253899,38899,-2913
86070819,253985,39121,-2595
86071521,253888,39341,-2650
86072224,253789,39158,-2491
86072925,254097,38855,-2491
86073626,253906,39162,-2492
86074329,254008,39348,-2940
86075032,254167,39008,-2661
86075734,253921,38960,-2288
86076437,254010,39008,-2311
86077139,253955,39080,-2637
86077840,253768,39296,-2620
86078541,253966,39303,-2542
86079244,253828,39325,-2559
86079946,254041,39163,-2635
86080647,253959,39271,-2437
86081349,253746,39329,-2361
86082051,254144,39213,-2454
86082752,253901,39165,-2666
86083455,254154,39215,-2562
86084158,253985,39179,-2546
86084859,254070,39050,-2667
86085560,254000,38953,-2685
86086262,254000,39170,-2331
86086964,253999,39069,-2629
86087666,253902,39140,-2477
86088369,253874,39145,-2523
86089072,253880,38979,-2749
86089773,253829,39161,-2593
86090475,253819,39289,-2578
86091177,253949,39083,-2518
86091879,254097,39358,-2717
86092581,254031,39071,-2159
86093284,253947,39035,-2322
86093985,254009,39147,-2087
86094686,253993,38890,-2398
86095389,254028,38959,-2563
86096092,253895,38995,-2632
86096793,253860,39094,-2550
86097495,254035,38864,-2655
86098197,254140,39007,-2839
86098898,253756,38943,-2590
86099600,254031,39140,-2568
86100303,254039,39203,-2394
86101006,253804,39098,-2406
86101707,254082,39255,-2621
86102409,253796,39255,-2592
86103111,253884,39278,-2512
86103813,253936,38998,-2666
86104515,253926,39327,-3004
86105218,254115,39031,-2826
86105919,254010,39254,-2611
86106620,253712,39148,-2643
86107322,253967,39226,-2563
86108025,253832,39293,-2337
86108727,253784,39073,-2589
86109430,254007,39240,-2483
86110133,253934,39164,-2443
86110834,253912,39295,-2623
86111535,253944,39189,-2756
86112238,254057,38978,-2720
86112940,254090,39151,-2645
86113641,254094,38881,-2484
86114343,253941,39112,-2304
86115045,253954,39126,-2510
86115746,253852,38977,-2490
86116449,254069,39135,-2273
86117152,254127,39281,-2686
86117853,253990,39105,-2529
86118554,253772,39053,-2622
86119256,254026,39133,-2859
86119957,254049,38964,-2477
86120658,254113,39033,-2760
86121361,254020,38943,-2391
86122064,254018,39071,-2556
86122765,253870,39016,-2551
86123467,253960,39137,-2553
86124169,253807,38914,-2580
86124870,253959,39141,-3074
86125572,253918,39291,-2842
86126275,254061,39101,-2464
86126976,254253,39183,-2466
86127677,254039,39194,-2431
86128379,254007,39398,-2217
86129081,254042,39018,-2187
86129783,254016,39025,-2300
86130486,254098,39253,-2496
86131189,253876,39149,-2621
86131890,253906,39231,-2438
86132591,253892,39071,-2714
86133294,253926,39367,-2505
86133996,254263,39026,-2976
86134698,253746,39146,-2545
86135401,253905,39394,-2208
86136103,254066,39047,-2410
86136804,253868,39288,-2450
86137507,253870,39272,-2555
86138210,253982,39042,-2330
86138912,254072,39238,-2753
86139614,253904,39148,-2495
86140316,253958,39184,-2478
86141018,253820,39264,-2430
86141719,253797,39023,-2496
86142422,253917,39195,-2549
86143125,254140,39193,-2810
86143826,254018,38935,-2360
86144527,253972,39207,-2761
86145229,253976,39013,-2398
86145930,254093,38975,-2696
86146631,254094,39130,-2675
86147334,254013,39162,-2657
86148037,253910,39195,-2582
86148738,253874,39233,-2518
86149440,254021,39116,-2556
86150142,254018,39044,-2654
86150843,253900,39147,-2355
86151545,253720,39138,-2711
86152248,254075,39232,-2432
86152949,253811,38946,-2382
86153650,254028,38985,-2472
86154352,253950,39120,-2568
86155055,253959,39079,-2585
86155757,254001,39031,-2329
86156460,253743,39160,-2539
86157163,253891,39177,-2576
86157864,253920,39185,-2630
86158565,254133,39339,-2634
86159268,253747,39117,-2389
86159970,253749,39183,-2662
86160672,253807,39356,-2415
86161375,253960,39168,-2578
86162077,253954,39443,-2250
86162778,254010,39114,-2461
86163481,253945,39248,-2686
86164184,253872,39103,-2588
86164886,253975,39207,-2513
86165588,253801,39115,-2415
86166290,254046,39110,-2283
86166991,253872,39248,-2631
86167692,253763,39224,-2787
86168395,253908,39272,-2397
86169098,253991,39246,-2658
86169799,253846,39115,-2817
86170501,254163,39079,-2578
86171203,254080,39015,-2615
86171904,253999,39106,-2538
86172606,253862,39123,-2748
86173309,254049,39139,-2511
86174012,254093,38917,-2283
86174713,253908,38993,-2547
86175415,254014,38890,-2600
86176117,253802,39012,-2493
86176819,253887,39173,-2349
86177521,254023,39011,-2419
86178224,253826,39073,-2578
86178925,253910,38955,-2444
86179626,253922,38978,-2440
86180329,254013,39063,-2496
86181032,253950,39053,-2788
86181734,253928,39264,-2850
86182437,253943,39169,-2690
86183139,254015,39151,-2554
86183840,253937,39079,-2511
86184541,254013,39069,-2585
86185244,254008,39467,-2319
86185946,253986,39447,-2338
86186647,253906,39105,-2288
86187349,254256,39437,-2476
86188051,254020,39223,-2527
86188752,254061,39165,-2664
86189455,254107,39168,-2844
86190158,253830,39062,-2733
86190859,253996,39274,-2826
86191560,254043,39358,-2329
86192262,253895,39285,-2405
86192964,253815,39095,-2664
86308193,253858,39159,-2933
86308894,254013,39044,-2625
86309596,253864,39260,-2564
86310299,253955,39192,-2352
86311002,253887,39121,-2587
86311703,253920,39188,-2558
86312405,253951,39097,-2435
86313107,253985,39126,-2234
86313809,254100,39043,-2219
86314511,254031,39241,-2455
86315214,254149,39179,-2724
86315915,253821,39323,-2637
86316616,254032,39144,-2677
86317319,254055,39242,-2553
86318022,253967,39143,-2788
86318724,253934,39039,-2711
86319427,253967,39212,-2376
86320129,254140,39159,-2621
86320830,253761,38966,-2991
86321531,253852,39089,-2661
86322234,253854,39093,-2463
86322936,253976,39265,-2637
86323637,253870,39085,-2637
86324339,253851,39097,-2793
86325041,254109,39130,-2658
86325742,253967,38947,-2543
86326445,253931,39264,-2528
86327148,253993,39180,-2538
86327849,253735,39144,-2595
86328550,254095,39077,-2671
86329252,254036,38939,-2599
86329954,253834,38941,-2720
86330656,253837,39141,-2709
86331359,254205,39110,-2612
86332062,253922,39016,-2677
86332763,254147,39153,-2568
86333465,253929,38970,-2746
86334168,254089,39182,-2544
86334870,254042,38987,-2379
86335572,253892,39249,-2504
86336274,253839,39053,-2410
86336975,253997,39158,-2598
86337676,254001,38975,-2725
86338379,253799,39238,-2700
86339082,253855,39246,-2380
86339784,253842,39269,-2609
86340486,253931,39035,-2523
86341188,253905,39070,-2611
86341889,253923,39243,-2425
86342591,253935,39099,-2591
86343294,253904,39234,-2748
86343995,253861,39082,-2485
86344696,253863,39155,-2528
86345398,254028,39246,-2513
86346100,253914,39165,-2597
86346802,253876,39277,-2644
86347505,254015,39119,-2271
86348208,253764,39186,-2515
86348909,253953,39150,-2475
86349610,254120,39223,-2469
86350313,253850,39017,-2461
86351016,253870,38860,-2504
86351718,254003,39282,-2333
86352421,253900,39099,-2418
86353123,254090,39063,-2668
86353824,253880,39087,-2529
86354525,253985,39014,-2479
86355228,253927,39062,-2624
86355930,253990,38985,-2872
86356631,254076,39179,-2519
86357333,253972,39306,-2514
86358035,253877,39092,-2320
86358736,253962,39059,-2540
86359439,254071,39054,-2341
86360142,254085,39190,-2238
86360843,253929,39151,-2861
86361544,253876,39141,-2807
86362246,253960,38958,-2616
86362947,254003,39044,-2779
86363649,253928,38977,-2437
86364352,253745,39200,-2805
86365055,254024,39166,-2432
86365756,254047,39204,-2320
86366458,253853,39194,-2636
86367161,253959,39238,-2808
86367863,253869,39170,-2607
86368565,253789,39099,-2792
86369267,253968,39086,-2563
86369968,254006,39252,-2704
86370669,253968,39065,-2448
86371372,253909,39094,-2491
86372075,254069,39177,-2504
86372776,254044,39184,-2572
86373478,254108,39260,-2295
86374180,253811,39246,-2424
86374881,254013,38831,-2540
86375583,254085,39323,-2355
86376286,254075,39145,-2376
86376987,253911,38953,-2652
86377688,253965,39234,-2702
86378390,253865,38931,-2414
86379092,253634,39177,-2202
86379793,253878,39127,-2725
86380496,253738,39189,-2411
86381199,254054,39015,-2749
86381901,254136,39095,-2424
86382602,254257,38980,-2759
86383304,253987,39043,-2511
86384006,253987,39051,-2855
86384707,253931,39178,-2779
86385410,253859,38999,-2533
86386113,253817,39250,-2727
86386815,253789,39164,-2725
86387517,253884,39075,-2602
86388220,253826,39088,-2808
86388922,253999,39114,-2694
86389623,254070,39209,-2595
86390325,253887,39349,-2747
86391027,254097,39199,-2546
86391728,253954,39106,-2683
86392431,253913,39262,-2662
86393134,253989,39342,-2732
86393836,254011,39271,-2497
86394537,253932,39322,-2597
86395239,253713,39094,-2756
86395940,253838,39168,-2548
86396642,253874,39049,-2416
86397345,253999,39455,-2398
86398048,253841,39376,-2723
86398749,253883,39202,-2625
86399451,253802,39144,-2603
86400153,253983,39045,-2523
86400854,254052,39119,-2121
86401555,254022,39178,-2311
86402258,253978,39218,-2341
86402960,254007,39094,-2527
86403662,253968,38982,-2814
86404364,253710,39302,-2820
86405066,253761,39155,-2743
86405767,254088,39110,-2698
86406470,253927,38915,-2997
86407173,253940,39084,-2775
86407875,253909,38913,-2511
86408577,253952,39229,-2515
86409279,253802,39151,-2493
86409980,254022,39173,-2456
86410681,254166,39171,-3064
86411383,254016,38911,-2824
86412086,254091,38923,-2671
86412788,254165,38921,-2562
86413491,253811,39043,-2641
86414194,253833,39228,-2695
86414895,253926,38917,-2713
86415596,253939,39038,-2747
86416298,253951,39255,-2274
86417001,253840,39038,-2650
86417702,254016,39272,-2480
86418405,253875,38947,-2405
86419108,254135,39039,-2341
86419810,253987,39207,-2447
86420511,253952,39372,-2432
86421213,253846,39299,-2572
86421914,253970,39191,-2693
86422615,254035,39320,-2312
86423318,253931,39434,-2608
86424021,253962,39432,-2585
86424722,253933,39194,-2302
86425424,254045,39080,-2630
86426126,253765,39272,-2390
86426827,253992,39270,-3022
86427528,253910,39309,-2686
86428231,253789,39091,-2686
86428933,254012,39204,-2520
86429634,253661,38993,-2833
86430336,254057,39107,-2675
86431038,254061,39115,-2639
86431739,253890,39162,-2409
86432442,253970,38989,-2656
86433145,253939,39271,-2394
86433847,254042,39205,-2528
86434549,253958,39174,-2470
86435251,254140,39088,-2516
86435952,253934,39276,-2344
86436653,254133,38972,-2370
86437356,254027,38945,-2641
86438059,253831,39097,-2510
86438761,253975,39074,-2637
86439464,254145,39181,-2660
86440167,254101,39089,-2510
86440868,254037,39135,-2393
86441569,254135,39139,-2484
86442272,254111,39075,-2378
86442974,253804,39101,-2410
86443676,254054,39161,-2549
86444379,254045,39318,-2268
86445082,253763,39296,-2567
86445783,253962,38968,-2740
86446485,254067,38994,-2787
86447187,254022,39150,-3067
86447888,254030,39152,-2694
86448590,253876,39039,-2491
86449293,253884,39060,-2491
86449994,253783,39292,-2676
86450695,254016,39183,-2410
86451397,253773,39171,-2282
86452099,254292,39294,-2729
86452801,253975,39390,-2544
86453504,254074,39240,-2360
86454207,253892,39076,-2536
86454908,253957,39235,-2663
86455609,253862,39237,-2514
86456311,253981,39058,-2538
86457013,253958,39186,-2365
86457715,253757,39117,-2601
86458418,253848,39033,-2775
86459121,253859,39057,-2238
86459822,253951,39114,-2739
86460523,253930,38903,-2733
86461225,254046,39324,-2600
86461926,253917,39037,-2721
86462628,254032,39141,-2706
86463331,253951,39107,-2546
86464034,253915,39080,-2483
86464735,254260,39088,-2317
86465437,253970,39192,-2486
86466139,253803,39250,-2529
86466840,254029,39080,-2572
86467542,253864,39123,-2707
86468245,254064,39227,-2630
86468946,253981,39007,-2520
86469647,253695,39074,-2758
86470349,253896,39114,-2871
86471051,253927,39216,-2400
86471752,253775,39115,-2523
86472455,253841,39231,-2379
86473158,253938,39159,-2704
86473860,253771,38959,-2661
86474562,254040,39093,-2837
86475264,253846,38962,-2450
86475965,254073,39075,-2613
86476666,254090,38966,-2477
86477369,254085,38813,-2342
86478072,254124,38888,-2478
86478774,253825,39166,-2323
86479477,253938,39233,-2413
86480180,254007,39333,-2448
86480881,253965,39151,-2553
86481582,254141,39328,-2662
86482285,254140,39325,-2666
86482987,254340,39455,-2450
86483688,254218,39113,-2840
86484390,253914,38982,-2560
86485092,254089,39289,-2636
86485793,253782,39049,-2938
86486496,253971,39108,-2617
86487199,253987,39308,-2448
86487901,253955,38838,-2688
86488602,253798,39008,-2640
86489304,253901,39061,-2798
86490006,253847,39083,-2703
86490707,253984,39069,-2744
86491410,253986,39130,-2796
86492113,254075,39084,-2695
86492815,253972,39143,-2752
86493517,254008,39301,-2187
86494219,254024,39231,-2801
86494920,254215,39260,-2766
86495621,253861,39152,-2719
86496324,254208,39044,-2704
86497027,254271,39246,-2331
86497729,254003,39133,-2677
86498432,253964,39150,-2567
86499134,254005,39107,-2285
86499835,253915,39207,-2871
86500536,253907,39269,-2409
86501239,253987,39137,-2425
86501941,253778,39274,-2341
86502643,253819,39066,-2429
86503346,253967,39214,-2312
86504048,253861,39189,-2628
86504749,254066,39106,-2411
86505451,253923,39247,-2490
86506154,253732,39179,-2484
86506856,253720,39171,-2424
86507558,253870,39449,-2654
86508260,253783,39224,-2529
86508961,253750,38963,-2565
86509663,254152,38898,-2430
86510366,254219,39321,-2551
86511069,253917,39125,-2564
86511770,254031,39233,-2703
86512472,254194,39255,-2652
86513175,254247,39051,-2606
86513877,253967,39232,-2196
86514578,253721,39067,-2783
86515280,253930,39006,-2387
86515981,253885,39021,-2379
86516682,253981,39049,-2659
86517384,253745,39074,-2569
86518087,254014,39150,-2453
86518789,253856,39216,-2659
86519492,253994,39078,-2581
86520194,253788,39282,-2357
86520895,253645,39027,-2757
86521596,254041,38957,-2790
86522299,253683,39080,-2690
86523002,253974,39189,-2388
86523703,253997,39212,-2504
86524405,254073,39110,-2576
86525108,253897,39303,-2478
86525810,254077,39339,-2493
86526512,253922,39165,-2515
86527215,254107,39290,-2731
86527916,254014,39190,-2310
86528617,253972,39268,-2788
86529320,253885,39176,-2758
86530023,253965,39111,-2583
86530724,253800,38914,-2375
86531426,254124,39160,-2644
86532128,253892,39209,-2648
86532830,253817,39264,-2515
86533532,253911,39180,-2614
86534235,254073,39086,-2444
86534936,253710,39129,-2636
86535637,253970,39094,-2475
86536340,253873,39086,-2578
86537043,253994,39130,-2431
86537744,253885,39010,-2807
86538446,254104,38982,-2564
86539148,253968,39165,-2519
86539850,253842,39309,-2577
86540552,253781,39304,-2477
86541255,253969,39114,-2305
86541956,254182,38938,-2383
86542657,254092,38996,-2538
86543360,253812,38903,-2256
86544063,254095,39160,-2656
86544765,254146,39126,-2621
86545467,253977,39128,-2204
86546169,254255,39207,-2572
86546870,254193,39187,-2694
86547572,254000,38868,-2779
86548275,254063,39106,-2666
86548976,253877,38968,-2556
86549677,253931,38947,-2474
86550379,254002,39326,-2777
86551081,254160,39311,-2727
86551783,253770,39284,-2761
86552486,253981,39194,-2675
86553189,254093,39279,-2428
86553890,253776,39189,-2655
86554591,254097,39189,-2477
86555294,253774,39152,-2431
86555996,254088,39215,-2511
86556698,254097,39099,-2721
86557401,253949,39027,-2614
86558103,253975,39132,-2585
86558804,253829,39040,-2696
86559507,254005,38916,-2418
86560210,253870,38986,-2696
86560912,254117,39075,-2769
86561614,253938,39334,-2589
86562316,253815,38869,-2532
86563018,254034,39241,-2531
86563719,254009,39080,-2416
86564422,254118,39226,-2788
86565125,253890,39093,-2689
86565826,253971,39168,-2181
86566527,254288,39192,-2428
86567229,253982,39193,-2234
86567930,254185,39018,-2613
86568631,253897,39193,-2836
86569334,253984,39277,-2468
86570037,254005,39186,-2600
86570738,253855,39081,-2739
86571440,253974,39150,-2885
86572142,253929,39024,-2739
86572843,253991,39400,-2464
86573545,253909,38983,-2659
