2249,253977
4189771750,45252,-1982,253913
4189772453,45236,-2193,254040
4189773156,45372,-2123,253940
4189773857,45569,-2117,253943
4189774558,45191,-2121,254040
4189775260,44978,-2326,253909
4189775961,45362,-1918,253764
4189776663,45183,-2049,254108
4189777366,45410,-2132,253833
4189778069,45201,-2017,254175
4189778771,45323,-2125,254109
4189779473,45383,-1948,253641
4189780175,45313,-2010,253760
4189780876,45382,-2140,253832
4189781577,45274,-2153,253753
4189782280,45291,-2098,253572
4189782982,45432,-2133,253920
4189783683,45345,-2131,253959
4189784385,45464,-2100,253954
4189785087,45445,-2235,253859
4189785788,45402,-2251,254067
4189786490,45291,-2096,253841
4189787192,45370,-2235,253972
4189787894,45182,-2092,253911
4189788596,45306,-2098,253720
4189789299,45309,-2185,253895
4189790002,45182,-2120,253992
4189790703,45251,-2155,253568
4189791405,45165,-2368,253773
4189792107,45097,-1938,254001
4189792808,45070,-2090,254017
4189793509,45337,-1961,254125
4189794212,45309,-2152,254071
4189794914,45347,-2087,253935
4189795615,45142,-2283,253974
4189796318,45345,-2203,253841
4189797021,45225,-2406,253842
4189797723,45248,-2119,254199
4189798426,45236,-2092,254005
4189799129,45421,-2278,253602
4189799830,45251,-2028,254202
4189800531,45291,-2007,253850
4189801233,45228,-2248,253948
4189801934,45238,-2118,253873
4189802636,45397,-1993,253854
4189803339,45282,-2321,253871
4189804042,45281,-2063,253770
4189804744,45256,-2151,254030
4189805447,45314,-2115,254067
4189806149,45258,-1959,254136
4189806850,45336,-2283,254095
4189807551,45393,-2173,253656
4189808253,45202,-2337,253731
4189808954,45524,-2115,254288
4189809655,45412,-2095,254149
4189810358,45172,-2084,254092
4189811061,45396,-2033,253926
4189811763,45258,-2316,253995
4189812466,45318,-2245,253985
4189813169,45381,-2167,253953
4189813870,45322,-2224,253770
4189814571,45170,-2157,253801
4189815273,45331,-1804,253917
4189815974,45264,-2092,253768
4189816675,45182,-2292,253918
4189817378,45345,-2018,253924
4189818081,45379,-2014,253939
4189818783,45424,-2098,253827
4189819486,45345,-2133,253922
4189820188,45246,-2056,254049
4189820889,45437,-1839,253764
4189821590,45256,-2241,253768
4189822292,45236,-2226,254053
4189822994,45326,-2014,253740
4189823696,45535,-2048,253892
4189824399,45272,-2256,253657
4189825102,45169,-2153,253737
4189825803,45105,-2024,253977
4189826504,45246,-2054,253901
4189827206,45129,-2132,253652
4189827907,45318,-2171,253764
4189828608,45134,-2095,253886
4189829311,45455,-2108,253954
4189830014,45309,-1959,253988
4189830716,45464,-2155,253885
4189831419,45390,-2244,253917
4189832122,45275,-2031,254005
4189832823,45289,-2253,253793
4189833524,45203,-2274,253851
4189834226,45271,-2387,253852
4189834927,45357,-2144,253879
4189835628,45229,-2265,254278
4189836331,45365,-2125,254358
4189837034,45276,-1878,254005
4189837736,45376,-2178,253682
4189838439,45074,-2005,253852
4189839142,45459,-2017,254075
4189839843,45232,-2108,253969
4189840544,45407,-2054,253941
4189841246,45065,-2070,254023
4189841947,45434,-2092,253942
4189842648,45200,-2042,253982
4189843351,45466,-2329,253658
4189844054,45484,-2041,253730
4189844756,45321,-2167,253755
4189845459,45408,-2336,253771
4189846162,45313,-1979,253869
4189846863,45277,-2046,253785
4189847564,45558,-1931,253905
4189848266,45370,-1924,254116
4189848967,45177,-2177,253878
4189849669,45194,-2202,253904
4189850372,45527,-2152,253937
4189851075,45583,-2174,253861
4189851776,45157,-2079,253883
4189852478,45461,-2088,253689
4189853180,45348,-2104,254176
4189853881,45317,-2114,253786
4189854582,45261,-2034,253721
4189855284,45210,-2297,253663
4189855985,45149,-2268,253872
4189856686,45374,-2335,254135
4189857389,45457,-2149,253829
4189858092,45442,-1944,253869
4189858794,45324,-2206,253694
4189859497,45232,-2306,253849
4189860200,45173,-2195,253682
4189860901,45055,-2344,253750
4189861602,45266,-2085,253923
4189862304,45217,-2183,253976
4189863006,45063,-2144,253969
4189863707,45398,-1982,253935
4189864410,45370,-2097,254084
4189865113,45262,-2152,253957
4189865815,45230,-2156,254149
4189866517,45244,-2084,253771
4189867220,45257,-2128,253647
4189867921,45207,-2103,254181
4189868622,45290,-1917,254100
4189869324,45395,-2160,253946
4189870026,45258,-1963,254060
4189870727,45382,-2073,254112
4189871430,44890,-2369,253955
4189872133,45254,-2213,254026
4189872835,45285,-2382,253835
4189873537,45286,-2211,253774
4189874240,45439,-2150,254144
4189874941,45225,-1953,253938
4189875642,45314,-2199,253989
4189876344,45574,-2066,253843
4189877046,45212,-2239,253913
4189877747,45394,-1913,254260
4189878450,45269,-1980,254320
4189879153,45093,-1997,254269
4189879855,45340,-2024,253754
4189880556,45133,-2121,253961
4189881258,45173,-2076,253801
4189881959,45265,-2047,253832
4189882660,45401,-2331,254031
4189883363,45391,-2064,253969
4189884066,45205,-1961,253981
4189884768,45221,-2103,254218
4189885471,45444,-1861,253947
4189886174,45443,-1786,253954
4189886875,45210,-2315,253779
4189887576,45277,-2118,253924
4189888278,45479,-2123,254125
4189888979,45128,-2177,253712
4189889680,45401,-2030,254177
4189890383,45152,-2043,253871
4189891086,45505,-2325,254080
4189891788,45276,-2051,253891
4189892491,45074,-2152,254207
4189893194,45048,-2238,253539
4189893895,45361,-2146,253711
4189894596,45437,-2101,253636
4189895298,45321,-2045,253932
4189896001,45191,-2022,254037
4189896702,45398,-2078,254006
4189897405,45137,-2100,253919
4189898108,45394,-2064,254087
4189898810,45309,-2149,253993
4189899512,45370,-2127,253738
4189900215,45227,-2228,254036
4189900916,45339,-1993,254009
4189901617,45455,-1750,253892
4189902319,45411,-2196,253964
4189903021,45232,-2082,253694
4189903722,45190,-2211,254166
4189904425,45225,-2095,253755
4189905128,45069,-2131,254001
4189905830,45235,-2079,253955
4189906532,45417,-2061,253772
4189907235,45109,-2060,253959
4189907936,45651,-2186,254067
4189908637,45371,-2159,253774
4189909339,45253,-2045,253750
4189910041,45320,-2271,253649
4189910742,45218,-2292,253978
4189911445,45186,-2168,253902
4189912148,45398,-2118,253878
4189912850,45150,-2123,253757
4189913552,45305,-2099,253526
4189914255,45127,-2422,253990
4189914956,45190,-2038,254064
4189915657,45268,-2143,253998
4189916359,45447,-2251,254010
4189917061,45082,-2079,253659
4189917762,45394,-2075,253707
4189918465,45542,-2137,253814
4189919168,45223,-2099,253940
4189919870,45190,-2142,254073
4189920572,45275,-2209,253639
4189921275,45189,-2157,254021
4189921976,45153,-2158,254068
4189922677,45186,-2099,254116
4189923379,45407,-2083,253962
4189924081,45412,-2023,253881
4189924783,45430,-2091,253800
4189925486,45232,-2171,254068
4189926189,45474,-2009,254024
4189926891,45377,-2022,254031
4189927592,45449,-2079,254161
4189928294,45201,-2191,254056
4189928995,45419,-2018,253753
4189929696,45229,-2065,253965
4189930399,45500,-2151,254084
4189931102,45393,-2283,253698
4189931804,45386,-2014,253985
4189932506,45257,-2158,253756
4189933209,45228,-2078,254078
4189933910,45248,-2146,254100
4189934611,45275,-2028,253994
4189935313,45338,-2112,253890
4189936015,45303,-2311,253756
4189936716,45265,-2040,253990
4189937419,45270,-2136,253771
4189938122,45140,-1985,253892
4189938824,45147,-2086,253828
4189939526,45332,-1939,254134
4189940228,45359,-2149,254174
4189940929,45317,-2113,253881
4189941630,45474,-2307,253992
4189942332,45281,-2079,253671
4189943034,45394,-1998,253974
4189943735,45135,-2014,253919
4189944438,45200,-2115,253468
4189945141,45282,-2251,253872
4189945843,45371,-2097,254281
4189946544,45235,-2258,253811
4189947246,45235,-2205,254129
4189947947,45321,-2063,253905
4189948648,45276,-1938,254249
4189949350,45435,-1979,254016
4189950052,45315,-1996,253873
4189950754,45113,-2164,254205
4189951457,45197,-2129,253923
4189952160,45340,-2202,253845
4189952862,45339,-2326,254017
4189953564,45213,-2141,253871
4189954266,45325,-1994,254201
4189954967,45297,-2180,253910
4189955668,45370,-2006,253950
4189956370,45317,-2137,253951
4189957073,45157,-2208,253763
4189957775,45226,-2388,253960
4189958478,45423,-2088,253996
4189959181,45497,-2101,254026
4189959883,45435,-2072,254154
4189960585,45237,-2217,253980
4189961288,45323,-2000,254162
4189961989,45333,-2266,253766
4189962690,45303,-1948,254023
4189963393,45440,-2333,254110
4189964096,45189,-2079,253797
4189964798,45244,-2150,253819
4189965500,45146,-2328,254040
4189966202,45142,-2235,253753
4189966903,45173,-2291,254050
4189967604,45243,-2056,253922
4189968307,45233,-2283,253748
4189969010,45133,-2210,253879
4189969712,45323,-2069,254009
4189970415,45429,-2136,254092
4189971118,45374,-2231,254172
4189971819,45299,-2065,253989
4189972520,45156,-2060,254071
4189973222,45095,-2227,254102
4189973923,45294,-2042,253738
4189974624,45313,-2101,253922
4189975327,45366,-2045,253923
4189976030,45349,-2170,253998
4189976732,45458,-2139,253975
4189977435,45099,-2165,253726
4189978138,45246,-2233,253725
4189978839,45323,-2238,253681
4189979540,45421,-2229,253973
4189980242,45109,-2166,253883
4189980943,45295,-2123,253944
4189981644,45366,-2100,254075
4189982347,45259,-1736,254221
4189983050,45217,-2340,253812
4189983752,45249,-2293,253972
4189984455,45466,-2099,253875
4189985158,45075,-2150,253987
4189985859,45111,-2060,253801
4189986560,45183,-2101,254181
4189987262,45409,-2183,253895
4189987963,45222,-2027,254077
4189988664,44994,-2182,253757
4189989367,45377,-2087,254058
4189990070,45452,-2240,254042
4189990772,45518,-2135,253910
4189991475,45313,-2060,254114
4189992178,45384,-2163,253788
4189992879,45448,-1983,253816
4189993580,45223,-2165,253929
4189994282,45195,-2166,253842
4189994983,45462,-2311,253755
4189995685,45250,-2167,253942
4189996388,45313,-2083,254210
4189997091,45262,-2146,253838
4189997792,45206,-1939,253788
4189998494,45378,-2383,253723
4189999196,45422,-2248,254143
4189999897,45323,-2101,253882
4190000598,45297,-2059,253762
4190001301,45474,-2142,253830
